Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"System.Web.Mvc.Html.InputExtensions.CheckBoxFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,bool>>)",1,0.03,0.03,10.19,10.18,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportOverviewData(string,string,string,string)",2,2.48,0.03,370.67,3.96,"SmsFeedback_Take4.dll",
"System.Linq.Queryable.Select(class System.Linq.IQueryable`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",31,0.03,0.03,0.25,0.25,"System.Core.dll",
"System.Collections.IEnumerator.MoveNext()",161,0.02,0.02,0.04,0.04,"mscorlib.dll",
"System.Linq.Expressions.Expression.Lambda(class System.Linq.Expressions.Expression,class System.Linq.Expressions.ParameterExpression[])",113,0.02,0.02,0.06,0.06,"System.Core.dll",
"System.Linq.Enumerable.Count(class System.Collections.Generic.IEnumerable`1<!!0>)",18,0.02,0.02,0.37,0.35,"System.Core.dll",
"log4net.ILog.Info(object)",22,0.02,0.02,0.27,0.27,"log4net.dll",
"SmsFeedback_EFModels.SubscriptionDetail.WarningsRequired()",5,0.02,0.02,1.17,1.17,"SmsFeedback_EFModels.dll",
"System.Web.HttpServerUtility.MapPath(string)",146,0.02,0.02,0.04,0.04,"System.Web.dll",
"System.Linq.Enumerable.ToDictionary(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>,class System.Func`2<!!0,!!2>)",2,0.03,0.02,3.78,2.74,"System.Core.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.NrOfUnreadConversations(string,class SmsFeedback_EFModels.smsfeedbackEntities)",7,0.86,0.02,36.70,0.74,"SmsFeedback_Take4.dll",
"System.Web.Mvc.ViewPage`1..ctor()",1,0.02,0.02,5.19,5.19,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.InputExtensions.PasswordFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>,object)",3,0.02,0.02,1.73,1.71,"System.Web.Mvc.dll",
"System.Web.Mvc.AjaxRequestExtensions.IsAjaxRequest(class System.Web.HttpRequestBase)",18,0.02,0.02,0.28,0.28,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetWorkingPointsPerUser(string,class SmsFeedback_EFModels.smsfeedbackEntities)",11,4.15,0.02,112.95,0.44,"SmsFeedback_Take4.dll",
"System.IO.File.GetLastWriteTime(string)",146,0.02,0.02,0.03,0.03,"mscorlib.dll",
"System.Web.UI.IParserAccessor.AddParsedSubObject(object)",4,0.02,0.02,1.15,1.15,"System.Web.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object)",2,0.02,0.02,2.30,2.29,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetSpecialTags(string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,3.21,0.01,480.78,2.06,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LabelExtensions.LabelFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",3,0.02,0.01,1.99,1.26,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetCompanySubscriptionSMSStatus(string,class SmsFeedback_EFModels.smsfeedbackEntities)",5,4.40,0.01,263.12,0.76,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.InputExtensions.PasswordFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>,object)",1,0.01,0.01,3.76,3.73,"System.Web.Mvc.dll",
"System.Web.Mvc.EmptyResult..ctor()",5,0.01,0.01,0.72,0.72,"System.Web.Mvc.dll",
"System.Text.RegularExpressions.Regex..ctor(string,valuetype System.Text.RegularExpressions.RegexOptions)",146,0.01,0.01,0.02,0.02,"System.dll",
"System.Web.Mvc.UrlHelper.Content(string)",146,0.01,0.01,0.02,0.02,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetWorkingPointsForAUser(string,string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,0.29,0.01,42.95,1.70,"SmsFeedback_Take4.dll",
"System.Linq.Enumerable.Select(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",167,0.01,0.01,0.02,0.02,"System.Core.dll",
"System.Web.Mvc.Html.ValidationExtensions.ValidationMessageFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",2,0.01,0.01,1.64,1.64,"System.Web.Mvc.dll",
"System.Web.HttpResponseBase.SetCookie(class System.Web.HttpCookie)",39,0.01,0.01,0.08,0.08,"System.Web.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportById(int32)",2,0.01,0.01,2.13,1.56,"SmsFeedback_Take4.dll",
"System.DateTime.ToLongDateString()",5,0.01,0.01,0.61,0.61,"mscorlib.dll",
"System.Web.UI.Control.SetTraceData(object,object)",4,0.01,0.01,0.74,0.74,"System.Web.dll",
"System.Linq.Expressions.Expression.Property(class System.Linq.Expressions.Expression,class System.Reflection.MethodInfo)",6,0.01,0.01,0.48,0.48,"System.Core.dll",
"System.Text.RegularExpressions.Regex.Replace(string,string)",4,0.01,0.01,0.71,0.71,"System.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetXmppConnectionDetailsPerUser(string,class SmsFeedback_EFModels.smsfeedbackEntities)",5,2.21,0.01,132.46,0.53,"SmsFeedback_Take4.dll",
"System.Linq.Enumerable.OrderByDescending(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",2,0.01,0.01,1.27,1.27,"System.Core.dll",
"System.Web.UI.MasterPage.InstantiateInContentPlaceHolder(class System.Web.UI.Control,class System.Web.UI.ITemplate)",23,0.01,0.01,0.16,0.11,"System.Web.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object,object)",1,0.01,0.01,2.43,2.29,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.ValidationExtensions.ValidationSummary(class System.Web.Mvc.HtmlHelper,bool,string)",1,0.01,0.01,2.28,2.28,"System.Web.Mvc.dll",
"System.Reflection.FieldInfo.GetFieldFromHandle(valuetype System.RuntimeFieldHandle)",60,0.01,0.01,0.04,0.04,"mscorlib.dll",
"SmsFeedback_Take4.Controllers.SettingsController.GetMenuItems()",1,0.01,0.01,2.24,2.08,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.Equal(class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression,bool,class System.Reflection.MethodInfo)",36,0.01,0.01,0.06,0.06,"System.Core.dll",
"System.IO.TextWriter.Write(string)",56,0.01,0.01,0.04,0.04,"mscorlib.dll",
"System.Linq.Queryable.AsQueryable(class System.Collections.Generic.IEnumerable`1<!!0>)",4,0.01,0.01,0.50,0.50,"System.Core.dll",
"SmsFeedback_Take4.MvcApplication.Application_Start()",1,6.32,0.01,"1,890.15",1.96,"SmsFeedback_Take4.dll",
"System.Web.Mvc.AuthorizeAttribute.set_Roles(string)",8,0.01,0.01,0.22,0.22,"System.Web.Mvc.dll",
"ASP.views_shared_site_master.__BuildControlTree(class ASP.views_shared_site_master)",5,0.03,0.01,1.70,0.35,"App_Web_zgczqobp.dll",
"System.Web.UI.IAttributeAccessor.SetAttribute(string,string)",4,0.01,0.01,0.43,0.43,"System.Web.dll",
"SmsFeedback_Take4.Controllers.ReportsController.<InitializeInterval>b__127(valuetype System.DateTime)",64,0.01,0.01,0.03,0.03,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LabelExtensions.LabelFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",1,0.01,0.01,1.70,1.69,"System.Web.Mvc.dll",
"SmsFeedback_EFModels.SubscriptionDetail.GetNextBillingDate(valuetype System.DateTime)",5,0.01,0.01,0.33,0.33,"SmsFeedback_EFModels.dll",
"System.Reflection.MethodBase.GetMethodFromHandle(valuetype System.RuntimeMethodHandle)",507,0.01,0.01,0.00,0.00,"mscorlib.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",24,0.07,0.01,0.88,0.07,"SmsFeedback_Take4.dll",
"ASP.views_reports_index_aspx.FrameworkInitialize()",2,0.01,0.00,0.86,0.72,"App_Web_00v1udm3.dll",
"System.Web.HttpCookie..ctor(string,string)",39,0.00,0.00,0.04,0.04,"System.Web.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportsMenuItems()",2,0.01,0.00,0.83,0.70,"SmsFeedback_Take4.dll",
"System.Text.RegularExpressions.MatchCollection.get_Count()",146,0.00,0.00,0.01,0.01,"System.dll",
"System.Data.Entity.DbContext.Dispose()",36,0.00,0.00,0.04,0.04,"EntityFramework.dll",
"System.Linq.Enumerable.Take(class System.Collections.Generic.IEnumerable`1<!!0>,int32)",2,0.00,0.00,0.66,0.66,"System.Core.dll",
"System.Linq.Expressions.Expression.Property(class System.Linq.Expressions.Expression,class System.Reflection.MethodInfo)",275,0.00,0.00,0.00,0.00,"System.Core.dll",
"ASP.views_shared_site_master.__BuildControl__control2()",5,0.01,0.00,0.86,0.26,"App_Web_zgczqobp.dll",
"System.Web.Mvc.Html.LinkHelper.MenuLink(class System.Web.Mvc.HtmlHelper,string,string,string,string)",20,0.01,0.00,0.19,0.06,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string,object,object)",3,0.00,0.00,0.41,0.40,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.ValidationExtensions.ValidationMessageFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>,string)",3,0.00,0.00,0.37,0.36,"System.Web.Mvc.dll",
"System.Linq.Enumerable.GroupBy(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",20,0.00,0.00,0.05,0.05,"System.Core.dll",
"System.Web.Mvc.Controller.View()",5,0.00,0.00,0.21,0.21,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string)",5,0.00,0.00,0.20,0.20,"System.Web.Mvc.dll",
"System.Web.UI.Page.AddWrappedFileDependencies(object)",1,0.00,0.00,1.01,1.01,"System.Web.dll",
"System.Web.Mvc.RouteCollectionExtensions.IgnoreRoute(class System.Web.Routing.RouteCollection,string)",1,0.00,0.00,0.95,0.95,"System.Web.Mvc.dll",
"System.Web.UI.TemplateControl.set_AppRelativeVirtualPath(string)",1,0.00,0.00,0.92,0.92,"System.Web.dll",
"System.Data.Entity.Database.set_DefaultConnectionFactory(class System.Data.Entity.Infrastructure.IDbConnectionFactory)",1,0.00,0.00,0.91,0.91,"EntityFramework.dll",
"log4net.ILog.DebugFormat(string,object,object)",5,0.00,0.00,0.18,0.18,"log4net.dll",
"System.Linq.Expressions.Expression.Bind(class System.Reflection.MethodInfo,class System.Linq.Expressions.Expression)",138,0.00,0.00,0.01,0.01,"System.Core.dll",
"System.DateTime.ToString(string)",146,0.00,0.00,0.01,0.01,"mscorlib.dll",
"System.ComponentModel.DataAnnotations.DisplayAttribute.GetName()",2,0.00,0.00,0.43,0.41,"System.ComponentModel.DataAnnotations.dll",
"ASP.views_home_index_aspx.FrameworkInitialize()",2,0.01,0.00,1.10,0.40,"App_Web_cgi5oqbi.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.UpdatedResourceLink(class System.Web.Mvc.UrlHelper,string)",6,0.02,0.00,0.76,0.13,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.AggregateSmsRepository.GetConversationsForNumbers(bool,string[],string[],valuetype System.Nullable`1<valuetype System.DateTime>,valuetype System.Nullable`1<valuetype System.DateTime>,bool,int32,int32,valuetype System.Nullable`1<valuetype System.DateTime>,string,bool,class SmsFeedback_EFModels.smsfeedbackEntities)",2,1.36,0.00,203.13,0.38,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",4,0.07,0.00,5.14,0.19,"SmsFeedback_Take4.dll",
"ASP.views_account_logon_aspx.__BuildControl__control2()",1,0.03,0.00,8.99,0.75,"App_Web_kzqb1c03.dll",
"ASP.views_shared_site_master.__BuildControl__control3()",5,0.01,0.00,0.48,0.15,"App_Web_zgczqobp.dll",
"System.Linq.Expressions.Expression.Call(class System.Linq.Expressions.Expression,class System.Reflection.MethodInfo,class System.Linq.Expressions.Expression[])",46,0.00,0.00,0.02,0.02,"System.Core.dll",
"System.Web.Mvc.CompareAttribute..ctor(string)",1,0.00,0.00,0.73,0.73,"System.Web.Mvc.dll",
"System.Web.Mvc.UrlHelper.Content(string)",75,0.00,0.00,0.01,0.01,"System.Web.Mvc.dll",
"MoveNext()",132,0.00,0.00,0.01,0.01,"SmsFeedback_Take4.dll",
"System.Web.Mvc.ViewUserControl.get_Html()",5,0.00,0.00,0.14,0.14,"System.Web.Mvc.dll",
"__ASP.FastObjectFactory_app_web_zgczqobp.Create_ASP_views_shared_site_master()",5,0.00,0.00,0.28,0.14,"App_Web_zgczqobp.dll",
"System.Collections.Generic.Dictionary`2.get_Item(!0)",12,0.00,0.00,0.06,0.06,"mscorlib.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.UrlHelper,string,string,string,string,string,object,string)",5,0.00,0.00,0.29,0.14,"SmsFeedback_Take4.dll",
"System.Web.HttpUtility.HtmlEncode(string)",8,0.00,0.00,0.09,0.09,"System.Web.dll",
"SmsFeedback_Take4.Models.AggregateSmsRepository.UpdateConversationsFromExternalSources(string[],valuetype System.Nullable`1<valuetype System.DateTime>,string,class SmsFeedback_EFModels.smsfeedbackEntities)",5,0.80,0.00,48.16,0.14,"SmsFeedback_Take4.dll",
"System.Web.UI.Control.EndRenderTracing(class System.IO.TextWriter,object)",60,0.00,0.00,0.01,0.01,"System.Web.dll",
"log4net.ILog.InfoFormat(string,object)",6,0.00,0.00,0.11,0.11,"log4net.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string)",12,0.00,0.00,0.06,0.06,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetConversationsForNumber(bool,string[],string,valuetype System.Nullable`1<valuetype System.DateTime>,valuetype System.Nullable`1<valuetype System.DateTime>,bool,int32,int32,valuetype System.Nullable`1<valuetype System.DateTime>,string,class SmsFeedback_EFModels.smsfeedbackEntities)",4,0.95,0.00,70.94,0.17,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.AggregateSmsRepository..ctor(string)",1,0.00,0.00,0.66,0.66,"SmsFeedback_Take4.dll",
"ASP.views_settings_index_aspx.FrameworkInitialize()",1,0.00,0.00,0.69,0.64,"App_Web_vus2jkc4.dll",
"System.Web.Mvc.UrlHelper.Action(string,string)",5,0.00,0.00,0.13,0.13,"System.Web.Mvc.dll",
"System.Web.UI.Page.FrameworkInitialize()",1,0.00,0.00,0.63,0.63,"System.Web.dll",
"System.Web.Mvc.Controller.Json(object,valuetype System.Web.Mvc.JsonRequestBehavior)",32,0.00,0.00,0.02,0.02,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.LinkHelper.MenuLink(class System.Web.Mvc.HtmlHelper,string,string,string,string)",20,0.01,0.00,0.22,0.03,"SmsFeedback_Take4.dll",
"System.Web.UI.Page.get_Server()",1,0.00,0.00,0.60,0.60,"System.Web.dll",
"System.Web.Mvc.Controller.RedirectToAction(string,string)",1,0.00,0.00,0.58,0.58,"System.Web.Mvc.dll",
"SmsFeedback_Take4.MvcApplication..ctor()",6,0.00,0.00,0.09,0.09,"SmsFeedback_Take4.dll",
"System.String.Format(string,object[])",7,0.00,0.00,0.08,0.08,"mscorlib.dll",
"System.Globalization.CultureInfo.CreateSpecificCulture(string)",39,0.00,0.00,0.01,0.01,"mscorlib.dll",
"System.Linq.Enumerable.ToArray(class System.Collections.Generic.IEnumerable`1<!!0>)",7,0.00,0.00,0.07,0.07,"System.Core.dll",
"System.Web.HttpServerUtility.set_ScriptTimeout(int32)",1,0.00,0.00,0.50,0.50,"System.Web.dll",
"System.Linq.Expressions.Expression.Lambda(class System.Linq.Expressions.Expression,class System.Linq.Expressions.ParameterExpression[])",6,0.00,0.00,0.08,0.08,"System.Core.dll",
"System.Web.UI.Page.GetWrappedFileDependencies(string[])",1,0.00,0.00,0.48,0.48,"System.Web.dll",
"System.DateTime.AddYears(int32)",39,0.00,0.00,0.01,0.01,"mscorlib.dll",
"log4net.ILog.DebugFormat(string,object)",7,0.00,0.00,0.07,0.07,"log4net.dll",
"System.Web.UI.Control.SetTraceData(object,object)",65,0.00,0.00,0.01,0.01,"System.Web.dll",
"System.Web.Mvc.Controller.get_RouteData()",92,0.00,0.00,0.00,0.00,"System.Web.Mvc.dll",
"System.Math.Round(float64,int32)",6,0.00,0.00,0.07,0.07,"mscorlib.dll",
"System.Web.Mvc.GlobalFilters.get_Filters()",1,0.00,0.00,0.44,0.44,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.AccountController..ctor()",2,0.00,0.00,0.22,0.22,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.Helpers.ReportResource..ctor(string,string,class SmsFeedback_Take4.Models.Helpers.ReportResourceOptions,string)",60,0.00,0.00,0.01,0.01,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.Lambda(class System.Linq.Expressions.Expression,class System.Linq.Expressions.ParameterExpression[])",9,0.00,0.00,0.05,0.05,"System.Core.dll",
"System.Web.Routing.RouteValueDictionary..ctor(class System.Collections.Generic.IDictionary`2<string,object>)",24,0.00,0.00,0.02,0.02,"System.Web.dll",
"System.Web.Mvc.UrlHelper.Action(string,string,class System.Web.Routing.RouteValueDictionary)",5,0.00,0.00,0.08,0.08,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.TagsController.get_SMSRepository()",2,0.00,0.00,0.67,0.21,"SmsFeedback_Take4.dll",
"System.IDisposable.Dispose()",1,0.00,0.00,0.42,0.42,"mscorlib.dll",
"System.Web.UI.Control.SetRenderMethodDelegate(class System.Web.UI.RenderMethod)",3,0.00,0.00,0.14,0.14,"System.Web.dll",
"SmsFeedback_Take4.Controllers.TagsController..ctor()",2,0.22,0.00,32.44,0.21,"SmsFeedback_Take4.dll",
"ASP.views_reports_index_aspx.__BuildControlContent5(class System.Web.UI.Control)",2,0.00,0.00,0.43,0.20,"App_Web_00v1udm3.dll",
"System.Web.UI.LiteralControl..ctor(string)",8,0.00,0.00,0.05,0.05,"System.Web.dll",
"System.Web.Mvc.UrlHelper.IsLocalUrl(string)",1,0.00,0.00,0.40,0.40,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.UpdatedResourceLink(class System.Web.Mvc.UrlHelper,string)",146,0.07,0.00,0.14,0.00,"SmsFeedback_Take4.dll",
"System.Reflection.MethodBase.GetMethodFromHandle(valuetype System.RuntimeMethodHandle)",6,0.00,0.00,0.07,0.07,"mscorlib.dll",
"SmsFeedback_Take4.Controllers.ReportsController.PrepareJson(class System.Collections.Generic.List`1<class System.Collections.Generic.Dictionary`2<valuetype System.DateTime,class SmsFeedback_Take4.Models.Helpers.ChartValue>>,string)",2,0.01,0.00,1.13,0.19,"SmsFeedback_Take4.dll",
"ASP.views_account_logon_aspx.__BuildControlTree(class ASP.views_account_logon_aspx)",1,0.04,0.00,11.73,0.38,"App_Web_kzqb1c03.dll",
"System.Web.UI.HtmlControls.HtmlHead..ctor(string)",1,0.00,0.00,0.38,0.38,"System.Web.dll",
"SmsFeedback_Take4.Controllers.ConversationsController.NrOfUnreadConversations(valuetype System.Nullable`1<bool>)",7,1.67,0.00,71.39,0.05,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.Helpers.SubscriptionSmsStatus..ctor(int32,bool,bool,bool,string)",5,0.00,0.00,0.08,0.07,"SmsFeedback_Take4.dll",
"System.ComponentModel.DataAnnotations.StringLengthAttribute..ctor(int32)",1,0.00,0.00,0.36,0.36,"System.ComponentModel.DataAnnotations.dll",
"SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClass16.<GetReportOverviewData>b__1(class SmsFeedback_EFModels.Message)",762,0.00,0.00,0.00,0.00,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Controller.get_HttpContext()",86,0.00,0.00,0.00,0.00,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.<>c__DisplayClass17.<GetSpecialTags>b__11(class SmsFeedback_EFModels.Tag)",134,9.66,0.00,21.57,0.00,"SmsFeedback_Take4.dll",
"System.Web.Mvc.ViewMasterPage..ctor()",5,0.00,0.00,0.07,0.07,"System.Web.Mvc.dll",
"Resources.Global.get_settingsChangePasswordTitle()",1,0.00,0.00,0.35,0.33,"SmsFeedback_Take4.dll",
"System.Web.UI.Control.EndRenderTracing(class System.IO.TextWriter,object)",495,0.00,0.00,0.00,0.00,"System.Web.dll",
"System.Web.Mvc.ViewMasterPage.get_Url()",145,0.00,0.00,0.00,0.00,"System.Web.Mvc.dll",
"System.Object.ToString()",185,0.00,0.00,0.00,0.00,"mscorlib.dll",
"VirtCall:<>f__AnonymousTypec`3..ctor(!0,!1,!2)",2,0.00,0.00,0.15,0.15,"SmsFeedback_Take4.dll",
"System.Web.UI.Page.set_MasterPageFile(string)",2,0.00,0.00,0.15,0.15,"System.Web.dll",
"ASP.views_shared_site_master.FrameworkInitialize()",5,0.03,0.00,1.76,0.06,"App_Web_zgczqobp.dll",
"System.IO.TextWriter.Write(string)",460,0.00,0.00,0.00,0.00,"mscorlib.dll",
"System.Linq.Enumerable.Where(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,bool>)",18,0.00,0.00,0.02,0.02,"System.Core.dll",
"System.Text.RegularExpressions.Regex..ctor(string)",4,0.00,0.00,0.07,0.07,"System.dll",
"SmsFeedback_Take4.Controllers.WorkingPointsController.WorkingPointsPerUser()",4,3.06,0.00,228.59,0.07,"SmsFeedback_Take4.dll",
"System.Web.UI.Control.set_TemplateControl(class System.Web.UI.TemplateControl)",2,0.00,0.00,0.14,0.14,"System.Web.dll",
"System.Web.Security.Membership.get_MinRequiredPasswordLength()",1,0.00,0.00,0.28,0.28,"System.Web.dll",
