Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"System.Web.Mvc.Html.RenderPartialExtensions.RenderPartial(class System.Web.Mvc.HtmlHelper,string)",2,0.07,0.07,10.83,9.73,"System.Web.Mvc.dll",
"System.Web.Mvc.RouteCollectionExtensions.IgnoreRoute(class System.Web.Routing.RouteCollection,string,object)",1,0.06,0.06,16.53,16.47,"System.Web.Mvc.dll",
"System.Web.Mvc.UrlHelper.RouteUrl(string,class System.Web.Routing.RouteValueDictionary)",12,0.06,0.06,1.35,1.35,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetConversationsForNumbers(bool,string[],string[],valuetype System.Nullable`1<valuetype System.DateTime>,valuetype System.Nullable`1<valuetype System.DateTime>,bool,int32,int32,valuetype System.Nullable`1<valuetype System.DateTime>,string,class SmsFeedback_EFModels.smsfeedbackEntities)",1,0.89,0.05,261.73,14.59,"SmsFeedback_Take4.dll",
"System.Web.Mvc.ViewPage.ProcessRequest(class System.Web.HttpContext)",1,0.11,0.04,31.09,12.14,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.InputExtensions.CheckBoxFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,bool>>)",1,0.03,0.03,9.50,9.50,"System.Web.Mvc.dll",
"System.DateTime.ParseExact(string,string,class System.IFormatProvider)",12,0.03,0.03,0.66,0.66,"mscorlib.dll",
"log4net.ILog.Info(object)",10,0.02,0.02,0.67,0.67,"log4net.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetTotalNoOfSmsChartSource(string,string,string,string,string)",1,5.18,0.02,"1,519.38",6.36,"SmsFeedback_Take4.dll",
"System.Linq.Enumerable.ToDictionary(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>,class System.Func`2<!!0,!!2>)",1,0.03,0.02,7.72,5.71,"System.Core.dll",
"System.Collections.IEnumerator.MoveNext()",773,0.02,0.02,0.01,0.01,"mscorlib.dll",
"System.Linq.Queryable.Select(class System.Linq.IQueryable`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",20,0.02,0.02,0.28,0.28,"System.Core.dll",
"System.Linq.Enumerable.Count(class System.Collections.Generic.IEnumerable`1<!!0>)",229,0.02,0.02,0.03,0.02,"System.Core.dll",
"System.Web.UI.IParserAccessor.AddParsedSubObject(object)",4,0.02,0.02,1.23,1.23,"System.Web.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetWorkingPointsPerUser(string,class SmsFeedback_EFModels.smsfeedbackEntities)",5,3.17,0.01,185.69,0.87,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetXmppConnectionDetailsPerUser(string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,2.32,0.01,339.97,1.83,"SmsFeedback_Take4.dll",
"System.Text.RegularExpressions.Regex.Replace(string,string)",2,0.01,0.01,1.63,1.63,"System.dll",
"System.Web.Mvc.UrlHelper.Content(string)",66,0.01,0.01,0.05,0.05,"System.Web.Mvc.dll",
"System.Web.Mvc.ViewPage`1..ctor()",1,0.01,0.01,3.20,3.20,"System.Web.Mvc.dll",
"System.Web.HttpServerUtility.MapPath(string)",66,0.01,0.01,0.05,0.05,"System.Web.dll",
"System.Web.Mvc.Html.InputExtensions.PasswordFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>,object)",1,0.01,0.01,3.08,3.06,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportById(int32)",1,0.01,0.01,3.84,3.00,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetCompanySubscriptionSMSStatus(string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,3.01,0.01,441.22,1.49,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.Lambda(class System.Linq.Expressions.Expression,class System.Linq.Expressions.ParameterExpression[])",69,0.01,0.01,0.04,0.04,"System.Core.dll",
"System.Web.UI.Control.SetTraceData(object,object)",4,0.01,0.01,0.73,0.73,"System.Web.dll",
"System.Linq.Enumerable.Select(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",88,0.01,0.01,0.03,0.03,"System.Core.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.NrOfUnreadConversations(string,class SmsFeedback_EFModels.smsfeedbackEntities)",3,0.51,0.01,49.70,0.95,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.ValidationExtensions.ValidationMessageFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",2,0.01,0.01,1.41,1.40,"System.Web.Mvc.dll",
"System.Web.Mvc.AjaxRequestExtensions.IsAjaxRequest(class System.Web.HttpRequestBase)",8,0.01,0.01,0.34,0.34,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetAvgNoOfSmsPerClientInfo(string,string,string,string)",1,4.58,0.01,"1,342.39",2.45,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LabelExtensions.LabelFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",1,0.01,0.01,2.22,2.22,"System.Web.Mvc.dll",
"System.Linq.Expressions.Expression.Equal(class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression,bool,class System.Reflection.MethodInfo)",21,0.01,0.01,0.10,0.10,"System.Core.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetSpecialTags(string,class SmsFeedback_EFModels.smsfeedbackEntities)",1,2.22,0.01,650.26,2.14,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.ValidationExtensions.ValidationSummary(class System.Web.Mvc.HtmlHelper,bool,string)",1,0.01,0.01,2.12,2.12,"System.Web.Mvc.dll",
"System.Reflection.FieldInfo.GetFieldFromHandle(valuetype System.RuntimeFieldHandle)",35,0.01,0.01,0.06,0.06,"mscorlib.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetWorkingPointsForAUser(string,string,class SmsFeedback_EFModels.smsfeedbackEntities)",6,0.71,0.01,34.80,0.35,"SmsFeedback_Take4.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object)",2,0.01,0.01,1.05,1.04,"System.Web.Mvc.dll",
"SmsFeedback_EFModels.SubscriptionDetail.WarningsRequired()",2,0.01,0.01,1.01,1.01,"SmsFeedback_EFModels.dll",
"System.Web.Mvc.AuthorizeAttribute.set_Roles(string)",7,0.01,0.01,0.28,0.28,"System.Web.Mvc.dll",
"System.Web.UI.IAttributeAccessor.SetAttribute(string,string)",4,0.01,0.01,0.47,0.47,"System.Web.dll",
"System.IO.File.GetLastWriteTime(string)",66,0.01,0.01,0.03,0.03,"mscorlib.dll",
"System.Linq.Enumerable.OrderByDescending(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",1,0.01,0.01,1.75,1.75,"System.Core.dll",
"SmsFeedback_Take4.Controllers.ReportsController.<InitializeInterval>b__10b(valuetype System.DateTime)",32,0.01,0.01,0.06,0.05,"SmsFeedback_Take4.dll",
"ASP.views_shared_site_master.__BuildControlTree(class ASP.views_shared_site_master)",2,0.02,0.01,3.40,0.81,"App_Web_s5pnx4y0.dll",
"SmsFeedback_Take4.MvcApplication.Application_Start()",1,7.08,0.01,"2,075.35",1.61,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.New(class System.Reflection.ConstructorInfo,class System.Collections.Generic.IEnumerable`1<class System.Linq.Expressions.Expression>,class System.Reflection.MemberInfo[])",1,0.01,0.01,1.60,1.60,"System.Core.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object,object)",1,0.01,0.01,1.64,1.56,"System.Web.Mvc.dll",
"ASP.views_shared_site_master.__BuildControl__control2()",2,0.01,0.01,1.94,0.76,"App_Web_s5pnx4y0.dll",
"System.Web.UI.MasterPage.InstantiateInContentPlaceHolder(class System.Web.UI.Control,class System.Web.UI.ITemplate)",10,0.01,0.01,0.20,0.15,"System.Web.dll",
"System.Linq.Enumerable.Take(class System.Collections.Generic.IEnumerable`1<!!0>,int32)",1,0.00,0.00,1.38,1.38,"System.Core.dll",
"System.Linq.Expressions.Expression.Property(class System.Linq.Expressions.Expression,class System.Reflection.MethodInfo)",6,0.00,0.00,0.22,0.22,"System.Core.dll",
"System.Text.RegularExpressions.Regex..ctor(string,valuetype System.Text.RegularExpressions.RegexOptions)",66,0.00,0.00,0.02,0.02,"System.dll",
"System.Web.HttpCookie..ctor(string,string)",22,0.00,0.00,0.06,0.06,"System.Web.dll",
"System.Web.HttpResponseBase.SetCookie(class System.Web.HttpCookie)",22,0.00,0.00,0.06,0.06,"System.Web.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",12,0.06,0.00,1.56,0.11,"SmsFeedback_Take4.dll",
"System.IO.TextWriter.Write(string)",56,0.00,0.00,0.02,0.02,"mscorlib.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetTotalNoOfClientsInfo(string,string,string,string)",1,4.17,0.00,"1,220.82",1.11,"SmsFeedback_Take4.dll",
"System.Data.Entity.DbContext.Dispose()",20,0.00,0.00,0.05,0.05,"EntityFramework.dll",
"System.Web.Mvc.Controller.View()",3,0.00,0.00,0.33,0.33,"System.Web.Mvc.dll",
"System.Linq.Queryable.AsQueryable(class System.Collections.Generic.IEnumerable`1<!!0>)",2,0.00,0.00,0.50,0.50,"System.Core.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetTotalNoOfSmsInfo(string,string,string,string,string)",1,4.33,0.00,"1,269.87",0.96,"SmsFeedback_Take4.dll",
"System.Web.UI.Page.AddWrappedFileDependencies(object)",1,0.00,0.00,0.93,0.93,"System.Web.dll",
"System.Web.Mvc.RouteCollectionExtensions.IgnoreRoute(class System.Web.Routing.RouteCollection,string)",1,0.00,0.00,0.89,0.89,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.LinkHelper.MenuLink(class System.Web.Mvc.HtmlHelper,string,string,string,string)",8,0.01,0.00,0.29,0.11,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportsMenuItems()",1,0.00,0.00,1.01,0.86,"SmsFeedback_Take4.dll",
"ASP.views_account_logon_aspx.__BuildControl__control2()",1,0.03,0.00,9.40,0.85,"App_Web_ipjn3wix.dll",
"System.Linq.Queryable.GroupBy(class System.Linq.IQueryable`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",1,0.00,0.00,0.85,0.85,"System.Core.dll",
"System.Data.Entity.Database.set_DefaultConnectionFactory(class System.Data.Entity.Infrastructure.IDbConnectionFactory)",1,0.00,0.00,0.85,0.85,"EntityFramework.dll",
"SmsFeedback_Take4.Models.AggregateSmsRepository.GetConversationsForNumbers(bool,string[],string[],valuetype System.Nullable`1<valuetype System.DateTime>,valuetype System.Nullable`1<valuetype System.DateTime>,bool,int32,int32,valuetype System.Nullable`1<valuetype System.DateTime>,string,bool,class SmsFeedback_EFModels.smsfeedbackEntities)",1,1.04,0.00,305.09,0.85,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string)",2,0.00,0.00,0.41,0.41,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string,object,object)",1,0.00,0.00,0.80,0.79,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.UpdatedResourceLink(class System.Web.Mvc.UrlHelper,string)",6,0.02,0.00,0.85,0.13,"SmsFeedback_Take4.dll",
"ASP.views_shared_site_master.__BuildControl__control3()",2,0.01,0.00,1.02,0.39,"App_Web_s5pnx4y0.dll",
"System.Reflection.MethodBase.GetMethodFromHandle(valuetype System.RuntimeMethodHandle)",258,0.00,0.00,0.00,0.00,"mscorlib.dll",
"ASP.views_reports_index_aspx.FrameworkInitialize()",1,0.00,0.00,0.78,0.73,"App_Web_kkxfz5t1.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",4,0.06,0.00,4.75,0.18,"SmsFeedback_Take4.dll",
"System.Linq.Enumerable.GroupBy(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",56,0.00,0.00,0.01,0.01,"System.Core.dll",
"ASP.views_home_index_aspx.FrameworkInitialize()",1,0.01,0.00,1.95,0.70,"App_Web_scszmtoq.dll",
"System.Web.Mvc.ViewUserControl.get_Html()",2,0.00,0.00,0.35,0.35,"System.Web.Mvc.dll",
"System.Web.HttpUtility.HtmlEncode(string)",8,0.00,0.00,0.09,0.09,"System.Web.dll",
"System.Linq.Expressions.Expression.Property(class System.Linq.Expressions.Expression,class System.Reflection.MethodInfo)",141,0.00,0.00,0.00,0.00,"System.Core.dll",
"System.Linq.Enumerable.Where(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,bool>)",280,0.00,0.00,0.00,0.00,"System.Core.dll",
"System.Linq.Expressions.Expression.Bind(class System.Reflection.MethodInfo,class System.Linq.Expressions.Expression)",64,0.00,0.00,0.01,0.01,"System.Core.dll",
"System.Web.Mvc.Html.LinkHelper.MenuLink(class System.Web.Mvc.HtmlHelper,string,string,string,string)",8,0.01,0.00,0.36,0.07,"SmsFeedback_Take4.dll",
"MoveNext()",66,0.00,0.00,0.01,0.01,"SmsFeedback_Take4.dll",
"System.Text.RegularExpressions.MatchCollection.get_Count()",66,0.00,0.00,0.01,0.01,"System.dll",
"log4net.ILog.InfoFormat(string,object)",3,0.00,0.00,0.18,0.18,"log4net.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetConversationsForNumber(bool,string[],string,valuetype System.Nullable`1<valuetype System.DateTime>,valuetype System.Nullable`1<valuetype System.DateTime>,bool,int32,int32,valuetype System.Nullable`1<valuetype System.DateTime>,string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,0.82,0.00,120.39,0.27,"SmsFeedback_Take4.dll",
"System.Collections.Generic.Dictionary`2.get_Item(!0)",6,0.00,0.00,0.09,0.09,"mscorlib.dll",
"SmsFeedback_Take4.Models.Helpers.SubscriptionSmsStatus..ctor(int32,bool,bool,bool,string)",2,0.00,0.00,0.27,0.27,"SmsFeedback_Take4.dll",
"System.Web.UI.Page.FrameworkInitialize()",1,0.00,0.00,0.53,0.53,"System.Web.dll",
"System.Linq.Enumerable.ToArray(class System.Collections.Generic.IEnumerable`1<!!0>)",3,0.00,0.00,0.17,0.17,"System.Core.dll",
"System.Web.Mvc.Controller.RedirectToAction(string,string)",1,0.00,0.00,0.50,0.50,"System.Web.Mvc.dll",
"System.Web.UI.Control.EndRenderTracing(class System.IO.TextWriter,object)",60,0.00,0.00,0.01,0.01,"System.Web.dll",
"System.DateTime.AddYears(int32)",22,0.00,0.00,0.02,0.02,"mscorlib.dll",
"System.Web.UI.TemplateControl.set_AppRelativeVirtualPath(string)",1,0.00,0.00,0.45,0.45,"System.Web.dll",
"SmsFeedback_Take4.Controllers.AccountController..ctor()",2,0.00,0.00,0.22,0.22,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetAvgResponseTimeInfo(string,string,string,string)",1,4.25,0.00,"1,246.11",0.44,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.AggregateSmsRepository.UpdateConversationsFromExternalSources(string[],valuetype System.Nullable`1<valuetype System.DateTime>,string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,0.32,0.00,47.55,0.22,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.Helpers.ReportResource..ctor(string,string,class SmsFeedback_Take4.Models.Helpers.ReportResourceOptions,string)",30,0.00,0.00,0.02,0.01,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.AggregateSmsRepository..ctor(string)",1,0.00,0.00,0.41,0.41,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.Lambda(class System.Linq.Expressions.Expression,class System.Linq.Expressions.ParameterExpression[])",6,0.00,0.00,0.07,0.07,"System.Core.dll",
"System.DateTime.ToString(string)",66,0.00,0.00,0.01,0.01,"mscorlib.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.UrlHelper,string,string,string,string,string,object,string)",2,0.00,0.00,0.37,0.20,"SmsFeedback_Take4.dll",
"System.Math.Round(float64,int32)",3,0.00,0.00,0.13,0.13,"mscorlib.dll",
"__ASP.FastObjectFactory_app_web_s5pnx4y0.Create_ASP_views_shared_site_master()",2,0.00,0.00,0.37,0.20,"App_Web_s5pnx4y0.dll",
"SmsFeedback_Take4.MvcApplication..ctor()",6,0.00,0.00,0.07,0.07,"SmsFeedback_Take4.dll",
"System.Web.UI.LiteralControl..ctor(string)",4,0.00,0.00,0.10,0.10,"System.Web.dll",
"System.Web.Mvc.Controller.Json(object,valuetype System.Web.Mvc.JsonRequestBehavior)",19,0.00,0.00,0.02,0.02,"System.Web.Mvc.dll",
"System.Web.UI.Control.SetRenderMethodDelegate(class System.Web.UI.RenderMethod)",3,0.00,0.00,0.13,0.13,"System.Web.dll",
"System.Web.Mvc.GlobalFilters.get_Filters()",1,0.00,0.00,0.38,0.38,"System.Web.Mvc.dll",
"System.Web.Mvc.Controller.get_RouteData()",49,0.00,0.00,0.01,0.01,"System.Web.Mvc.dll",
"System.Web.UI.Control.SetTraceData(object,object)",26,0.00,0.00,0.01,0.01,"System.Web.dll",
"System.IDisposable.Dispose()",1,0.00,0.00,0.37,0.37,"mscorlib.dll",
"System.Web.Mvc.UrlHelper.IsLocalUrl(string)",1,0.00,0.00,0.36,0.36,"System.Web.Mvc.dll",
"System.Web.HttpServerUtility.set_ScriptTimeout(int32)",1,0.00,0.00,0.36,0.36,"System.Web.dll",
"System.Globalization.DateTimeFormatInfo.get_CurrentInfo()",1,0.00,0.00,0.36,0.36,"mscorlib.dll",
"System.Globalization.CultureInfo.CreateSpecificCulture(string)",22,0.00,0.00,0.02,0.02,"mscorlib.dll",
"System.Linq.Expressions.Expression.Call(class System.Linq.Expressions.Expression,class System.Reflection.MethodInfo,class System.Linq.Expressions.Expression[])",26,0.00,0.00,0.01,0.01,"System.Core.dll",
"SmsFeedback_EFModels.smsfeedbackEntities.get_Users()",19,0.00,0.00,0.02,0.02,"SmsFeedback_EFModels.dll",
"ASP.views_account_logon_aspx.__BuildControlTree(class ASP.views_account_logon_aspx)",1,0.04,0.00,12.03,0.33,"App_Web_ipjn3wix.dll",
"System.Web.UI.HtmlControls.HtmlHead..ctor(string)",1,0.00,0.00,0.33,0.33,"System.Web.dll",
"SmsFeedback_Take4.Controllers.WorkingPointsController.get_SMSRepository()",2,0.00,0.00,0.45,0.15,"SmsFeedback_Take4.dll",
"log4net.ILog.DebugFormat(string,object,object)",2,0.00,0.00,0.15,0.15,"log4net.dll",
"SmsFeedback_Take4.Controllers.WorkingPointsController.WorkingPointsPerUser()",2,2.71,0.00,396.79,0.15,"SmsFeedback_Take4.dll",
"System.Web.UI.Page.get_Server()",1,0.00,0.00,0.29,0.29,"System.Web.dll",
"SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClassef.<ComputeTotalNoOfSms>b__ed(class SmsFeedback_EFModels.Message)",816,0.00,0.00,0.00,0.00,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Controllers.ReportsController.PrepareJson(class System.Collections.Generic.List`1<class System.Collections.Generic.Dictionary`2<valuetype System.DateTime,class SmsFeedback_Take4.Models.Helpers.ChartValue>>,string)",1,0.01,0.00,1.73,0.29,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Controllers.TagsController..ctor()",1,0.26,0.00,75.73,0.29,"SmsFeedback_Take4.dll",
"System.Web.Mvc.UrlHelper.Action(string,string)",2,0.00,0.00,0.14,0.14,"System.Web.Mvc.dll",
"System.Linq.Enumerable.Range(int32,int32)",1,0.00,0.00,0.28,0.28,"System.Core.dll",
"System.Reflection.MethodBase.GetMethodFromHandle(valuetype System.RuntimeMethodHandle)",6,0.00,0.00,0.05,0.05,"mscorlib.dll",
"ASP.views_shared_site_master.FrameworkInitialize()",2,0.02,0.00,3.54,0.14,"App_Web_s5pnx4y0.dll",
"System.Collections.Generic.Dictionary`2.GetEnumerator()",2,0.00,0.00,0.14,0.14,"mscorlib.dll",
"System.Web.Routing.RouteValueDictionary..ctor(class System.Collections.Generic.IDictionary`2<string,object>)",12,0.00,0.00,0.02,0.02,"System.Web.dll",
"log4net.ILog.DebugFormat(string,object)",3,0.00,0.00,0.09,0.09,"log4net.dll",
"Resources.Global.get_TitleLogOn()",1,0.31,0.00,89.98,0.26,"SmsFeedback_Take4.dll",
"System.Web.UI.Page.set_MasterPageFile(string)",1,0.00,0.00,0.25,0.25,"System.Web.dll",
"System.Web.UI.Page.set_Title(string)",1,0.00,0.00,0.25,0.25,"System.Web.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string)",5,0.00,0.00,0.05,0.05,"System.Web.Mvc.dll",
"System.Web.Mvc.ViewMasterPage.get_Url()",58,0.00,0.00,0.00,0.00,"System.Web.Mvc.dll",
"ASP.views_account_logon_aspx.FrameworkInitialize()",1,0.05,0.00,13.74,0.24,"App_Web_ipjn3wix.dll",
"System.Web.Mvc.MvcHtmlString..ctor(string)",82,0.00,0.00,0.00,0.00,"System.Web.Mvc.dll",
"ASP.views_reports_index_aspx.__BuildControlContent5(class System.Web.UI.Control)",1,0.00,0.00,0.52,0.23,"App_Web_kkxfz5t1.dll",
"System.Web.Mvc.Controller.get_HttpContext()",48,0.00,0.00,0.00,0.00,"System.Web.Mvc.dll",
"System.Web.Mvc.UrlHelper.Action(string,string,class System.Web.Routing.RouteValueDictionary)",2,0.00,0.00,0.11,0.11,"System.Web.Mvc.dll",
"System.Web.UI.IParserAccessor.AddParsedSubObject(object)",26,0.00,0.00,0.01,0.01,"System.Web.dll",
"System.Web.UI.Page.AddContentTemplate(string,class System.Web.UI.ITemplate)",5,0.00,0.00,0.04,0.04,"System.Web.dll",
"System.ComponentModel.DataAnnotations.DisplayAttribute.set_ResourceType(class System.Type)",3,0.00,0.00,0.07,0.07,"System.ComponentModel.DataAnnotations.dll",
"SmsFeedback_Take4.Controllers.ConversationsController.NrOfUnreadConversations(valuetype System.Nullable`1<bool>)",3,0.84,0.00,81.74,0.07,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Controllers.ReportsController.ComputeTotalNoOfSms(valuetype System.DateTime,valuetype System.DateTime,class System.Collections.Generic.IEnumerable`1<class SmsFeedback_EFModels.WorkingPoint>)",3,14.33,0.00,"1,400.10",0.07,"SmsFeedback_Take4.dll",
"System.Web.Mvc.ViewPage`1.get_ViewData()",3,0.00,0.00,0.07,0.07,"System.Web.Mvc.dll",
"System.Web.Mvc.UrlHelper.Content(string)",30,0.00,0.00,0.01,0.01,"System.Web.Mvc.dll",
"Resources.Global.get_btnNotificationSolve()",2,0.00,0.00,0.11,0.10,"SmsFeedback_Take4.dll",
"System.ComponentModel.DataAnnotations.DisplayAttribute.set_Name(string)",3,0.00,0.00,0.06,0.06,"System.ComponentModel.DataAnnotations.dll",
"System.String.Format(string,object[])",1,0.00,0.00,0.19,0.19,"mscorlib.dll",
"System.Web.HttpResponseBase.set_BufferOutput(bool)",2,0.00,0.00,0.09,0.09,"System.Web.dll",
"System.Linq.Expressions.Expression.GreaterThanOrEqual(class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression,bool,class System.Reflection.MethodInfo)",3,0.00,0.00,0.06,0.06,"System.Core.dll",
"System.Web.HttpUtility.HtmlEncode(object)",17,0.00,0.00,0.01,0.01,"System.Web.dll",
