Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"log4net.ILog.Info(object)",10,0.02,0.02,0.75,0.75,"log4net.dll",
"LinqKit.PredicateBuilder.And(class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,bool>>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,bool>>)",27,0.02,0.02,0.27,0.27,"LinqKit.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportById(int32)",9,0.03,0.02,1.15,0.75,"SmsFeedback_Take4.dll",
"System.Text.RegularExpressions.Regex..ctor(string,valuetype System.Text.RegularExpressions.RegexOptions)",270,0.02,0.02,0.02,0.02,"System.dll",
"System.Linq.Expressions.Expression.Lambda(class System.Linq.Expressions.Expression,class System.Linq.Expressions.ParameterExpression[])",216,0.02,0.02,0.03,0.03,"System.Core.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetWorkingPointsPerUser(string,class SmsFeedback_EFModels.smsfeedbackEntities)",18,5.48,0.02,107.74,0.32,"SmsFeedback_Take4.dll",
"LinqKit.Extensions.AsExpandable(class System.Linq.IQueryable`1<!!0>)",9,0.02,0.02,0.63,0.63,"LinqKit.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetWorkingPointsPerUser(string,class SmsFeedback_EFModels.smsfeedbackEntities)",5,2.28,0.02,161.55,1.10,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string)",9,0.02,0.02,0.60,0.60,"System.Web.Mvc.dll",
"System.Web.UI.Control.RenderControl(class System.Web.UI.HtmlTextWriter)",4,0.03,0.02,10.49,1.33,"System.Web.dll",
"System.Web.Mvc.AjaxRequestExtensions.IsAjaxRequest(class System.Web.HttpRequestBase)",27,0.02,0.02,0.20,0.20,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.FormExtensions.BeginForm(class System.Web.Mvc.HtmlHelper)",1,0.01,0.01,5.23,5.23,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.NrOfUnreadConversations(string,class SmsFeedback_EFModels.smsfeedbackEntities)",3,0.48,0.01,56.12,1.65,"SmsFeedback_Take4.dll",
"System.Web.Mvc.AreaRegistration.RegisterAllAreas()",1,0.01,0.01,4.73,4.73,"System.Web.Mvc.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object)",2,0.01,0.01,2.28,2.27,"System.Web.Mvc.dll",
"System.Web.Mvc.ViewPage`1..ctor()",9,0.01,0.01,0.49,0.49,"System.Web.Mvc.dll",
"System.Linq.Enumerable.Select(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",27,0.01,0.01,0.16,0.16,"System.Core.dll",
"LinqKit.Extensions.Expand(class System.Linq.Expressions.Expression`1<!!0>)",3,0.01,0.01,1.42,1.42,"LinqKit.dll",
"System.Linq.Queryable.Select(class System.Linq.IQueryable`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",15,0.01,0.01,0.28,0.28,"System.Core.dll",
"System.Web.Mvc.Html.InputExtensions.PasswordFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>,object)",1,0.01,0.01,4.24,4.20,"System.Web.Mvc.dll",
"System.Reflection.FieldInfo.GetFieldFromHandle(valuetype System.RuntimeFieldHandle)",108,0.01,0.01,0.04,0.04,"mscorlib.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetCompanySubscriptionSMSStatus(string,class SmsFeedback_EFModels.smsfeedbackEntities)",9,5.44,0.01,213.64,0.43,"SmsFeedback_Take4.dll",
"System.Text.RegularExpressions.MatchCollection.get_Count()",270,0.01,0.01,0.01,0.01,"System.dll",
"System.Web.Mvc.TagBuilder..ctor(string)",108,0.01,0.01,0.03,0.03,"System.Web.WebPages.dll",
"System.Resources.ResourceManager.GetString(string,class System.Globalization.CultureInfo)",134,0.01,0.01,0.03,0.03,"mscorlib.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetWorkingPointsForAUser(string,string,class SmsFeedback_EFModels.smsfeedbackEntities)",1,0.43,0.01,153.34,3.42,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Controllers.ReportsController.<InitializeInterval>b__11d(valuetype System.DateTime)",288,0.01,0.01,0.02,0.01,"SmsFeedback_Take4.dll",
"System.Web.HttpServerUtility.MapPath(string)",67,0.01,0.01,0.05,0.05,"System.Web.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetXmppConnectionDetailsPerUser(string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,0.92,0.01,162.60,1.70,"SmsFeedback_Take4.dll",
"System.Web.UI.Control.SetTraceData(object,object)",117,0.01,0.01,0.03,0.03,"System.Web.dll",
"System.Web.Mvc.UrlHelper.Content(string)",135,0.01,0.01,0.03,0.03,"System.Web.Mvc.dll",
"System.Linq.Enumerable.Select(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",31,0.01,0.01,0.11,0.11,"System.Core.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetXmppConnectionDetailsPerUser(string,class SmsFeedback_EFModels.smsfeedbackEntities)",9,3.02,0.01,118.66,0.36,"SmsFeedback_Take4.dll",
"System.Web.Mvc.TagBuilder.MergeAttribute(string,string)",135,0.01,0.01,0.02,0.02,"System.Web.WebPages.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.NrOfUnreadConversations(string,class SmsFeedback_EFModels.smsfeedbackEntities)",9,0.69,0.01,27.19,0.33,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportById(int32)",1,0.01,0.01,3.83,2.99,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.Lambda(class System.Linq.Expressions.Expression,class System.Linq.Expressions.ParameterExpression[])",58,0.01,0.01,0.05,0.05,"System.Core.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetWorkingPointsForAUser(string,string,class SmsFeedback_EFModels.smsfeedbackEntities)",9,1.82,0.01,71.49,0.31,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.MemberInit(class System.Linq.Expressions.NewExpression,class System.Linq.Expressions.MemberBinding[])",27,0.01,0.01,0.10,0.10,"System.Core.dll",
"System.Web.Mvc.UrlHelper.RouteUrl(string,class System.Web.Routing.RouteValueDictionary)",36,0.01,0.01,0.07,0.07,"System.Web.Mvc.dll",
"System.IO.File.GetLastWriteTime(string)",67,0.01,0.01,0.04,0.04,"mscorlib.dll",
"System.Web.Mvc.Html.ValidationExtensions.ValidationMessageFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",2,0.01,0.01,1.29,1.28,"System.Web.Mvc.dll",
"System.Linq.Expressions.Expression.Property(class System.Linq.Expressions.Expression,class System.Reflection.MethodInfo)",387,0.01,0.01,0.01,0.01,"System.Core.dll",
"System.Web.Mvc.Html.LabelExtensions.LabelFor(class System.Web.Mvc.HtmlHelper`1<!!0>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,!!1>>)",1,0.01,0.01,2.51,2.50,"System.Web.Mvc.dll",
"System.Text.RegularExpressions.Regex.Replace(string,string)",2,0.01,0.01,1.25,1.25,"System.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string,object,object)",9,0.01,0.01,0.27,0.26,"System.Web.Mvc.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object,object)",1,0.01,0.01,2.68,2.37,"System.Web.Mvc.dll",
"System.Web.Mvc.Html.ValidationExtensions.ValidationSummary(class System.Web.Mvc.HtmlHelper,bool,string)",1,0.01,0.01,2.36,2.36,"System.Web.Mvc.dll",
"LinqKit.PredicateBuilder.Or(class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,bool>>,class System.Linq.Expressions.Expression`1<class System.Func`2<!!0,bool>>)",54,0.01,0.01,0.04,0.04,"LinqKit.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",36,0.02,0.01,0.24,0.06,"SmsFeedback_Take4.dll",
"System.Web.Mvc.UrlHelper.Content(string)",270,0.01,0.01,0.01,0.01,"System.Web.Mvc.dll",
"System.Web.HttpResponseBase.SetCookie(class System.Web.HttpCookie)",105,0.01,0.01,0.02,0.02,"System.Web.dll",
"System.Reflection.MethodBase.GetMethodFromHandle(valuetype System.RuntimeMethodHandle)",738,0.01,0.01,0.00,0.00,"mscorlib.dll",
"System.Linq.Expressions.Expression.Equal(class System.Linq.Expressions.Expression,class System.Linq.Expressions.Expression,bool,class System.Reflection.MethodInfo)",54,0.01,0.01,0.04,0.04,"System.Core.dll",
"SmsFeedback_Take4.Models.EFSmsRepository.GetSpecialTags(string,class SmsFeedback_EFModels.smsfeedbackEntities)",1,1.51,0.01,532.82,2.17,"SmsFeedback_Take4.dll",
"System.Linq.Expressions.Expression.Call(class System.Linq.Expressions.Expression,class System.Reflection.MethodInfo,class System.Linq.Expressions.Expression[])",90,0.01,0.01,0.02,0.02,"System.Core.dll",
"System.Web.UI.IParserAccessor.AddParsedSubObject(object)",117,0.01,0.01,0.02,0.02,"System.Web.dll",
"System.Linq.Expressions.Expression.Bind(class System.Reflection.MethodInfo,class System.Linq.Expressions.Expression)",162,0.01,0.01,0.01,0.01,"System.Core.dll",
"ASP.views_shared_site_master.__BuildControlTree(class ASP.views_shared_site_master)",9,0.04,0.01,1.63,0.23,"App_Web_04ojtepn.dll",
"SmsFeedback_Take4.Utilities.EFInteraction.GetCompanySubscriptionSMSStatus(string,class SmsFeedback_EFModels.smsfeedbackEntities)",2,2.12,0.01,375.50,1.04,"SmsFeedback_Take4.dll",
"SmsFeedback_EFModels.SubscriptionDetail.WarningsRequired()",9,0.01,0.01,0.22,0.22,"SmsFeedback_EFModels.dll",
"SmsFeedback_Take4.Controllers.ReportsController.<InitializeInterval>b__11d(valuetype System.DateTime)",32,0.01,0.01,0.07,0.06,"SmsFeedback_Take4.dll",
"ASP.views_shared_site_master.__BuildControlTree(class ASP.views_shared_site_master)",2,0.02,0.01,3.52,0.95,"App_Web_04ojtepn.dll",
"System.Web.UI.IParserAccessor.AddParsedSubObject(object)",54,0.01,0.01,0.04,0.04,"System.Web.dll",
"ASP.views_shared_site_master.__BuildControl__control2()",2,0.01,0.01,2.01,0.95,"App_Web_04ojtepn.dll",
"System.Data.Entity.DbContext.Dispose()",72,0.01,0.01,0.03,0.03,"EntityFramework.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object,object)",1,0.01,0.00,1.80,1.76,"System.Web.Mvc.dll",
"System.Web.HttpCookie..ctor(string,string)",105,0.00,0.00,0.02,0.02,"System.Web.dll",
"SmsFeedback_Take4.Controllers.ReportsController.PrepareJson(class System.Collections.Generic.List`1<class System.Collections.Generic.Dictionary`2<valuetype System.DateTime,class SmsFeedback_Take4.Models.Helpers.ChartValue>>,string)",9,0.02,0.00,0.65,0.19,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.MvcApplication.Application_Start()",1,5.32,0.00,"1,880.54",1.66,"SmsFeedback_Take4.dll",
"LinqKit.Extensions.AsExpandable(class System.Linq.IQueryable`1<!!0>)",1,0.00,0.00,1.59,1.59,"LinqKit.dll",
"System.Web.Mvc.UrlHelper.IsLocalUrl(string)",1,0.00,0.00,1.58,1.58,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportsMenuItems()",9,0.01,0.00,0.29,0.17,"SmsFeedback_Take4.dll",
"LinqKit.PredicateBuilder.True()",9,0.00,0.00,0.17,0.17,"LinqKit.dll",
"System.DateTime.ToString(string)",270,0.00,0.00,0.01,0.01,"mscorlib.dll",
"System.Web.Mvc.AuthorizeAttribute.set_Roles(string)",5,0.00,0.00,0.30,0.30,"System.Web.Mvc.dll",
"ASP.views_shared_site_master.__BuildControl__control2()",9,0.03,0.00,1.11,0.16,"App_Web_04ojtepn.dll",
"System.Web.Mvc.Html.LinkHelper.MenuLink(class System.Web.Mvc.HtmlHelper,string,string,string,string)",36,0.02,0.00,0.17,0.04,"SmsFeedback_Take4.dll",
"System.Web.UI.MasterPage.InstantiateInContentPlaceHolder(class System.Web.UI.Control,class System.Web.UI.ITemplate)",10,0.00,0.00,0.17,0.14,"System.Web.dll",
"System.Text.RegularExpressions.Regex..ctor(string,valuetype System.Text.RegularExpressions.RegexOptions)",67,0.00,0.00,0.02,0.02,"System.dll",
"System.Web.UI.HtmlControls.HtmlLink.set_Href(string)",27,0.00,0.00,0.05,0.05,"System.Web.dll",
"System.Linq.Enumerable.OrderByDescending(class System.Collections.Generic.IEnumerable`1<!!0>,class System.Func`2<!!0,!!1>)",1,0.00,0.00,1.35,1.35,"System.Core.dll",
"System.Data.Entity.Infrastructure.SqlConnectionFactory..ctor(string)",1,0.00,0.00,1.34,1.34,"EntityFramework.dll",
"System.Web.Mvc.RouteCollectionExtensions.MapRoute(class System.Web.Routing.RouteCollection,string,string,object)",2,0.00,0.00,0.68,0.67,"System.Web.Mvc.dll",
"System.Linq.Queryable.AsQueryable(class System.Collections.Generic.IEnumerable`1<!!0>)",2,0.00,0.00,0.66,0.66,"System.Core.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",12,0.01,0.00,0.26,0.11,"SmsFeedback_Take4.dll",
"SmsFeedback_EFModels.SubscriptionDetail.WarningsRequired()",2,0.00,0.00,0.63,0.63,"SmsFeedback_EFModels.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",4,0.01,0.00,0.99,0.31,"SmsFeedback_Take4.dll",
"System.Web.HttpUtility.HtmlEncode(string)",72,0.00,0.00,0.02,0.02,"System.Web.dll",
"System.Web.Mvc.TagBuilder.GenerateId(string)",9,0.00,0.00,0.14,0.14,"System.Web.WebPages.dll",
"SmsFeedback_Take4.Controllers.ReportsController..ctor()",36,0.46,0.00,4.47,0.03,"SmsFeedback_Take4.dll",
"ASP.views_shared_site_master.__BuildControl__control3()",2,0.00,0.00,0.88,0.61,"App_Web_04ojtepn.dll",
"System.Web.Mvc.AjaxRequestExtensions.IsAjaxRequest(class System.Web.HttpRequestBase)",8,0.00,0.00,0.15,0.15,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.ImageLink(class System.Web.Mvc.HtmlHelper,string,string,object,object,string,bool)",36,0.03,0.00,0.27,0.03,"SmsFeedback_Take4.dll",
"System.Web.Mvc.UrlHelper.RouteUrl(string,class System.Web.Routing.RouteValueDictionary)",12,0.00,0.00,0.10,0.10,"System.Web.Mvc.dll",
"System.Web.UI.Control.EndRenderTracing(class System.IO.TextWriter,object)",891,0.00,0.00,0.00,0.00,"System.Web.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.UpdatedResourceLink(class System.Web.Mvc.UrlHelper,string)",117,0.05,0.00,0.16,0.01,"SmsFeedback_Take4.dll",
"System.Data.Entity.Database.set_DefaultConnectionFactory(class System.Data.Entity.Infrastructure.IDbConnectionFactory)",1,0.00,0.00,1.13,1.13,"EntityFramework.dll",
"System.Linq.Enumerable.Take(class System.Collections.Generic.IEnumerable`1<!!0>,int32)",1,0.00,0.00,1.13,1.13,"System.Core.dll",
"System.Web.Mvc.Html.LinkHelper.MenuLink(class System.Web.Mvc.HtmlHelper,string,string,string,string)",8,0.01,0.00,0.42,0.14,"SmsFeedback_Take4.dll",
"System.Web.Mvc.ViewUserControl.get_Html()",9,0.00,0.00,0.12,0.12,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.UpdatedResourceLink(class System.Web.Mvc.UrlHelper,string)",6,0.01,0.00,0.32,0.18,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LinkHelper.MenuLink(class System.Web.Mvc.HtmlHelper,string,string,string,string)",36,0.02,0.00,0.20,0.03,"SmsFeedback_Take4.dll",
"System.Web.UI.MasterPage.InstantiateInContentPlaceHolder(class System.Web.UI.Control,class System.Web.UI.ITemplate)",45,0.01,0.00,0.05,0.02,"System.Web.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string)",18,0.00,0.00,0.06,0.06,"System.Web.Mvc.dll",
"System.Web.Mvc.TagBuilder.AddCssClass(string)",9,0.00,0.00,0.11,0.11,"System.Web.WebPages.dll",
"System.Web.UI.Page.AddWrappedFileDependencies(object)",9,0.00,0.00,0.11,0.11,"System.Web.dll",
"SmsFeedback_Take4.Models.Helpers.ReportResource..ctor(string,string,class SmsFeedback_Take4.Models.Helpers.ReportResourceOptions,string)",270,0.01,0.00,0.01,0.00,"SmsFeedback_Take4.dll",
"System.Web.Mvc.RouteCollectionExtensions.IgnoreRoute(class System.Web.Routing.RouteCollection,string)",1,0.00,0.00,0.94,0.94,"System.Web.Mvc.dll",
"MoveNext()",594,0.00,0.00,0.00,0.00,"SmsFeedback_Take4.dll",
"LinqKit.PredicateBuilder.False()",27,0.00,0.00,0.03,0.03,"LinqKit.dll",
"System.Data.Entity.Database.set_DefaultConnectionFactory(class System.Data.Entity.Infrastructure.IDbConnectionFactory)",1,0.00,0.00,0.93,0.93,"EntityFramework.dll",
"SmsFeedback_Take4.Models.AggregateSmsRepository.GetInstance(string)",7,0.00,0.00,0.23,0.13,"SmsFeedback_Take4.dll",
"SmsFeedback_Take4.Models.AggregateSmsRepository.GetConversationsForNumbers(bool,string[],string[],valuetype System.Nullable`1<valuetype System.DateTime>,valuetype System.Nullable`1<valuetype System.DateTime>,bool,int32,int32,valuetype System.Nullable`1<valuetype System.DateTime>,string,bool,class SmsFeedback_EFModels.smsfeedbackEntities)",1,1.03,0.00,365.36,0.90,"SmsFeedback_Take4.dll",
"ASP.views_reports_index_aspx.FrameworkInitialize()",1,0.00,0.00,0.98,0.89,"App_Web_2dqjs02e.dll",
"System.Data.Entity.DbContext.Dispose()",15,0.00,0.00,0.06,0.06,"EntityFramework.dll",
"System.Web.Mvc.ControllerBase.get_ViewData()",9,0.00,0.00,0.10,0.10,"System.Web.Mvc.dll",
"SmsFeedback_Take4.Controllers.ReportsController.GetReportsMenuItems()",1,0.00,0.00,1.01,0.86,"SmsFeedback_Take4.dll",
"ASP.views_shared_site_master.__BuildControl__control3()",9,0.02,0.00,0.63,0.09,"App_Web_04ojtepn.dll",
"SmsFeedback_Take4.MvcApplication.Application_Start()",1,0.03,0.00,12.22,0.85,"SmsFeedback_Take4.dll",
"System.IO.TextWriter.Write(string)",828,0.00,0.00,0.00,0.00,"mscorlib.dll",
"ASP.views_reports_index_aspx.FrameworkInitialize()",9,0.02,0.00,0.66,0.09,"App_Web_2dqjs02e.dll",
"SmsFeedback_Take4.Utilities.ViewExtensionMethods.UpdatedResourceLink(class System.Web.Mvc.UrlHelper,string)",270,0.11,0.00,0.15,0.00,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LinkHelper.MenuLink(class System.Web.Mvc.HtmlHelper,string,string,string,string)",8,0.01,0.00,0.28,0.10,"SmsFeedback_Take4.dll",
"System.Web.Mvc.Html.LinkExtensions.ActionLink(class System.Web.Mvc.HtmlHelper,string,string,string,object,object)",1,0.00,0.00,0.78,0.77,"System.Web.Mvc.dll",
"ASP.views_account_logon_aspx.__BuildControl__control2()",1,0.00,0.00,0.82,0.74,"App_Web_ivx2nt02.dll",
"System.Web.Mvc.Controller.Json(object,valuetype System.Web.Mvc.JsonRequestBehavior)",63,0.00,0.00,0.01,0.01,"System.Web.Mvc.dll",
